,n,mean(m),median(m),std(m),var(m^2),min(m),p1(m),p5(m),p10(m),p25(m),p50(m),p75(m),p90(m),p95(m),p99(m),max(m),iqr(m),mad(m),MAE(m),MSE(m^2),RMSE(m),R2(baseline_0),outliers_tukey(n),outliers_tukey(%),perc_|e|<=0.5m,perc_|e|<=1m,perc_|e|<=2m,perc_|e|<=3m,perc_|e|<=5m,perc_|e|<=10m,perc_|e|<=20m,perc_|e|<=50m,perc_|e|<=100m
longitude_erro(m),419878,0.10212252130380718,-0.1,6.71782354229012,45.12915314534737,-124.37,-8.04,-3.41,-2.48,-1.21,-0.1,1.23,2.24,2.9,24.8,134.16,2.44,2.2701687219251223,2.261079646945065,45.139474673119324,6.718591717995619,-0.0002310930622182461,16990,4.0464,21.1714,42.3928,69.3668,88.8172,95.9869,97.6869,98.5129,99.4141,99.9562
