,count,mean,std,min,25%,50%,75%,max
constellationType6-svid31-azimuthDegrees,194182.0,148.39748277389253,113.47149050775442,0.0,58.0,132.0,307.0,327.0
constellationType6-svid31-elevationDegrees,194182.0,30.103253648638905,20.015866495707066,0.0,13.0,26.0,52.0,61.0
constellationType6-svid31-cn0DbHz,194182.0,13.821043137533273,18.47091865820821,0.0,0.0,0.0,36.900001525878906,45.5
constellationType6-svid31-basebandCn0DbHz,194182.0,12.54264967156044,16.810853108668503,0.0,0.0,0.0,33.400001525878906,42.0
constellationType6-svid31-carrierFrequencyHz,194182.0,1575420032.0,0.0,1575420032.0,1575420032.0,1575420032.0,1575420032.0,1575420032.0
constellationType5-svid,419848.0,29.70429298222214,10.539711691556713,8.0,24.0,28.0,41.0,57.0
constellationType5-svid43-azimuthDegrees,281524.0,202.64498231056677,125.1038568050001,0.0,81.0,240.0,315.0,359.0
constellationType5-svid43-elevationDegrees,281524.0,24.15732939287592,16.646753686390213,1.0,9.0,23.0,38.0,76.0
constellationType5-svid43-cn0DbHz,281524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType5-svid43-basebandCn0DbHz,281524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType5-svid43-carrierFrequencyHz,281524.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid11-azimuthDegrees,227324.0,155.01525575830092,136.47982493153802,0.0,10.0,80.0,302.0,345.0
constellationType5-svid11-elevationDegrees,227324.0,33.36100895637944,20.269037181866185,0.0,15.0,33.0,53.0,71.0
constellationType5-svid11-cn0DbHz,227324.0,35.4302203017947,7.912180458036242,0.0,31.799999237060547,36.900001525878906,40.400001525878906,49.70000076293945
constellationType5-svid11-basebandCn0DbHz,227324.0,31.980105044632804,7.69674202488416,0.0,28.299999237060547,33.400001525878906,36.900001525878906,46.20000076293945
constellationType5-svid11-carrierFrequencyHz,227324.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid14-azimuthDegrees,315246.0,147.51822386326867,78.87862519756412,0.0,70.0,152.0,212.0,289.0
constellationType5-svid14-elevationDegrees,315246.0,38.01574643294443,15.184198413884417,0.0,29.0,40.0,50.0,64.0
constellationType5-svid14-cn0DbHz,315246.0,39.40752935556872,6.731588404071653,0.0,36.5,41.0,43.79999923706055,51.20000076293945
constellationType5-svid14-basebandCn0DbHz,315246.0,35.93650672270934,6.567419852063995,0.0,33.0,37.5,40.29999923706055,47.70000076293945
constellationType5-svid14-carrierFrequencyHz,315246.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid42-azimuthDegrees,249044.0,136.1211512825043,65.43698334933852,38.0,83.0,130.0,183.0,274.0
constellationType5-svid42-elevationDegrees,249044.0,33.22675511154655,16.622423232058544,1.0,18.0,34.0,50.0,55.0
constellationType5-svid42-cn0DbHz,249044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType5-svid42-basebandCn0DbHz,249044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType5-svid42-carrierFrequencyHz,249044.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid33-azimuthDegrees,363966.0,152.72232021672355,90.96195737136507,0.0,55.0,160.0,236.0,295.0
constellationType5-svid33-elevationDegrees,363966.0,37.62321205826918,19.841168529355762,0.0,20.0,41.0,52.0,72.0
constellationType5-svid33-cn0DbHz,363966.0,40.27322772071921,7.983643512473697,0.0,38.70000076293945,42.20000076293945,44.79999923706055,51.79999923706055
constellationType5-svid33-basebandCn0DbHz,363966.0,36.82288620465836,7.740160012672672,0.0,35.20000076293945,38.70000076293945,41.29999923706055,48.29999923706055
constellationType5-svid33-carrierFrequencyHz,363966.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid34-azimuthDegrees,210634.0,178.92430471813668,142.10036626897377,0.0,19.0,104.0,334.0,359.0
constellationType5-svid34-elevationDegrees,210634.0,27.136036917116893,21.665014038953714,0.0,9.0,19.0,43.0,69.0
constellationType5-svid34-cn0DbHz,210634.0,38.535810932454375,7.524384301489652,0.0,35.400001525878906,39.599998474121094,43.20000076293945,52.20000076293945
constellationType5-svid34-basebandCn0DbHz,210634.0,35.07166933865992,7.3468972694285535,0.0,31.899999618530273,36.099998474121094,39.70000076293945,48.70000076293945
constellationType5-svid34-carrierFrequencyHz,210634.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid28-azimuthDegrees,242512.0,211.7232219436564,98.5170676167976,0.0,219.0,238.0,283.0,359.0
constellationType5-svid28-elevationDegrees,242512.0,21.32954245563106,14.827858304011261,0.0,8.0,18.0,35.0,46.0
constellationType5-svid28-cn0DbHz,242512.0,36.21578972537984,8.336018236450203,0.0,32.599998474121094,38.099998474121094,41.400001525878906,50.099998474121094
constellationType5-svid28-basebandCn0DbHz,242512.0,32.77865671926685,8.071660844297663,0.0,29.100000381469727,34.599998474121094,37.900001525878906,46.599998474121094
constellationType5-svid28-carrierFrequencyHz,242512.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid12-azimuthDegrees,129718.0,34.7636719653402,48.27596392439555,0.0,2.0,6.0,30.0,134.0
constellationType5-svid12-elevationDegrees,129718.0,22.61753958587089,22.346580358927763,0.0,3.0,13.0,40.0,75.0
constellationType5-svid12-cn0DbHz,129718.0,36.22364821822422,6.638399042909641,0.0,33.599998474121094,37.099998474121094,40.29999923706055,47.20000076293945
constellationType5-svid12-basebandCn0DbHz,129718.0,32.76714256372609,6.408401450385449,0.0,30.100000381469727,33.599998474121094,36.79999923706055,43.70000076293945
constellationType5-svid12-carrierFrequencyHz,129718.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid21-azimuthDegrees,130302.0,128.8778529876748,26.13944139225183,0.0,110.0,128.0,148.0,183.0
constellationType5-svid21-elevationDegrees,130302.0,27.424889871222238,16.079690703297466,0.0,13.0,26.0,40.0,60.0
constellationType5-svid21-cn0DbHz,130302.0,41.637741551000566,5.600050687465894,0.0,40.099998474121094,43.099998474121094,44.79999923706055,49.79999923706055
constellationType5-svid21-basebandCn0DbHz,130302.0,38.15697379527302,5.461311600796452,0.0,36.599998474121094,39.599998474121094,41.29999923706055,46.29999923706055
constellationType5-svid21-carrierFrequencyHz,130302.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid26-azimuthDegrees,204898.0,93.65795664184131,35.43595625045902,0.0,64.0,98.0,124.0,144.0
constellationType5-svid26-elevationDegrees,204898.0,20.887095042411346,13.370896039694333,0.0,10.0,15.0,35.0,43.0
constellationType5-svid26-cn0DbHz,204898.0,41.79646067678016,7.106075188246331,0.0,39.20000076293945,43.900001525878906,46.5,52.0
constellationType5-svid26-basebandCn0DbHz,204898.0,38.33233218258262,6.900865889119054,0.0,35.70000076293945,40.400001525878906,43.0,48.5
constellationType5-svid26-carrierFrequencyHz,204898.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid24-azimuthDegrees,274164.0,84.87144920558498,63.235527989771484,0.0,35.0,79.0,132.0,359.0
constellationType5-svid24-elevationDegrees,274164.0,28.28294743292336,15.539339393987973,0.0,15.0,29.0,37.0,64.0
constellationType5-svid24-cn0DbHz,274164.0,42.529387517061046,6.111065454470462,0.0,39.900001525878906,44.0,46.79999923706055,51.29999923706055
constellationType5-svid24-basebandCn0DbHz,274164.0,39.04544724575046,6.002919819417672,0.0,36.400001525878906,40.5,43.29999923706055,47.79999923706055
constellationType5-svid24-carrierFrequencyHz,274164.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType5-svid41-azimuthDegrees,299632.0,185.88733513109415,99.53667358288112,23.0,80.0,214.0,247.0,350.0
constellationType5-svid41-elevationDegrees,299632.0,43.58663961125647,21.049233378678593,1.0,28.0,42.0,62.0,81.0
constellationType5-svid41-cn0DbHz,299632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType5-svid41-basebandCn0DbHz,299632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType5-svid41-carrierFrequencyHz,299632.0,1561097984.0,0.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0,1561097984.0
constellationType2-svid138-azimuthDegrees,1444.0,287.0,0.0,287.0,287.0,287.0,287.0,287.0
constellationType2-svid138-elevationDegrees,1444.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0
constellationType2-svid138-cn0DbHz,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType2-svid138-basebandCn0DbHz,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constellationType2-svid138-carrierFrequencyHz,1444.0,1575420032.0,0.0,1575420032.0,1575420032.0,1575420032.0,1575420032.0,1575420032.0
constellationType2-svid131-azimuthDegrees,64512.0,282.0,0.0,282.0,282.0,282.0,282.0,282.0
constellationType2-svid131-elevationDegrees,64512.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0
constellationType2-svid131-cn0DbHz,64512.0,32.87303137400794,6.2595174082061105,0.0,31.5,33.5,35.5,42.5
constellationType2-svid131-basebandCn0DbHz,64512.0,29.479910714285715,5.702386655156503,0.0,28.0,30.0,32.0,39.0
constellationType2-svid131-carrierFrequencyHz,64512.0,1575420032.0,0.0,1575420032.0,1575420032.0,1575420032.0,1575420032.0,1575420032.0
constellationType3-svid6-azimuthDegrees,304870.0,171.83700593695673,84.49766398037083,0.0,87.0,186.0,245.0,308.0
constellationType3-svid6-elevationDegrees,304870.0,29.799337422507953,13.774072370692355,0.0,20.0,32.0,41.0,49.0
constellationType3-svid6-cn0DbHz,304870.0,24.491944099203796,12.551042825275438,0.0,21.700000762939453,28.399999618530273,33.29999923706055,42.900001525878906
constellationType3-svid6-basebandCn0DbHz,304870.0,21.622740837586658,11.333119077621115,0.0,18.200000762939453,24.899999618530273,29.799999237060547,39.400001525878906
constellationType3-svid6-carrierFrequencyHz,304870.0,1602000000.0,0.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0
constellationType2-svid135-azimuthDegrees,12078.0,277.7781089584368,0.9156407304302698,274.0,278.0,278.0,278.0,278.0
constellationType2-svid135-elevationDegrees,12078.0,7.6116906772644475,1.602371278252972,1.0,8.0,8.0,8.0,8.0
