,n,mean(m),median(m),std(m),var(m^2),min(m),p1(m),p5(m),p10(m),p25(m),p50(m),p75(m),p90(m),p95(m),p99(m),max(m),iqr(m),mad(m),MAE(m),MSE(m^2),RMSE(m),R2(baseline_0),outliers_tukey(n),outliers_tukey(%),perc_|e|<=0.5m,perc_|e|<=1m,perc_|e|<=2m,perc_|e|<=3m,perc_|e|<=5m,perc_|e|<=10m,perc_|e|<=20m,perc_|e|<=50m,perc_|e|<=100m
latitude_erro(m),419878,2.542600231495815,2.11,5.414513181506534,29.316952992708007,-87.88,-5.69,-2.46,-1.58,0.51,2.11,4.7,6.58,7.57,19.8,78.2,4.19,2.9077837126438713,3.5503198071820865,35.781699107359756,5.981780596725339,-0.22051511750687602,9424,2.2445,10.0572,18.0324,40.8157,57.5015,75.681,98.1028,98.6891,99.8128,100.0
