,n,mean(m),median(m),std(m),var(m^2),min(m),p1(m),p5(m),p10(m),p25(m),p50(m),p75(m),p90(m),p95(m),p99(m),max(m),iqr(m),mad(m),MAE(m),MSE(m^2),RMSE(m),R2(baseline_0),outliers_tukey(n),outliers_tukey(%),perc_|e|<=0.5m,perc_|e|<=1m,perc_|e|<=2m,perc_|e|<=3m,perc_|e|<=5m,perc_|e|<=10m,perc_|e|<=20m,perc_|e|<=50m,perc_|e|<=100m
erro_radial(m),419878,4.615832950253308,3.2066493416025392,7.7211010832983344,59.615401938510715,0.25,0.5162363799656122,0.8640023148117139,1.192057045614848,1.971851921418036,3.2066493416025392,5.572297551279903,6.871448173420214,8.293063366452714,43.221676274758245,152.59159740955593,3.6004456298618672,2.9754000532118003,4.615832950253308,80.92117378047908,8.99561969963599,-0.3573902695455544,10914,2.5993,0.9641,6.9134,25.8766,47.4262,71.879,97.3583,97.8275,99.2322,99.9305
