,n,mean(m),median(m),std(m),var(m^2),min(m),p25(m),p50(m),p75(m),max(m),iqr(m),mad(m),MAE(m),MSE(m^2),RMSE(m),R2(baseline_0),outliers_tukey(n),outliers_tukey(%),perc_|e|<=0.5m,perc_|e|<=1m,perc_|e|<=2m,perc_|e|<=3m,perc_|e|<=5m,perc_|e|<=10m,perc_|e|<=20m,perc_|e|<=50m,perc_|e|<=100m
erro_radial(tarde),205620,6.319240317612262,5.1718565331996595,8.889124540610508,79.01653509848398,0.25,3.684698088039236,5.1718565331996595,6.3014680829152825,149.88368356829235,2.6167699948760466,3.1094014161507912,6.319240317612262,118.94894900593327,10.906371945149004,-0.5053751388831451,6358,3.0921,1.2265,3.0814,6.2543,17.8844,48.1052,96.8816,97.153,98.8989,99.8998
