,n,mean(m),median(m),std(m),var(m^2),min(m),p25(m),p50(m),p75(m),max(m),iqr(m),mad(m),MAE(m),MSE(m^2),RMSE(m),R2(baseline_0),outliers_tukey(n),outliers_tukey(%),perc_|e|<=0.5m,perc_|e|<=1m,perc_|e|<=2m,perc_|e|<=3m,perc_|e|<=5m,perc_|e|<=10m,perc_|e|<=20m,perc_|e|<=50m,perc_|e|<=100m
latitude_erro(tarde),205620,4.608873553156307,4.7,5.8296726361204385,33.98508304433142,-85.46,2.92,4.7,6.09,78.2,3.17,2.5362576788110527,5.249418441785821,55.226633192296475,7.431462385849536,-0.6250335980484372,6644,3.2312,3.166,7.0003,12.2031,23.7681,52.7653,97.7843,98.149,99.7257,100.0
